key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id_x,home_team_name,home_team_code,away_team_id_x,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,match_dt,match_time_clean,elo_home,elo_away,elo_diff,home_team_id_y,home_points_last5,home_gd_last5,home_winrate_last10,home_concede_first_rate,home_points_after_concede_first,home_late_concede_rate_75p,home_rest_days,away_team_id_y,away_points_last5,away_gd_last5,away_winrate_last10,away_concede_first_rate,away_points_after_concede_first,away_late_concede_rate_75p,away_rest_days,underdog_is_home,y_upset_avoid_loss,y_home_win,y_draw,y_away_win,is_group_stage,is_knockout
1112,WC-2018,2018 FIFA Men's World Cup,M-2018-44,Switzerland vs Costa Rica,group stage,Group E,1,0,0,0,2018-06-27,21:00,S-152,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,T-75,Switzerland,CHE,T-17,Costa Rica,CRI,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,2018-06-27,21:00,1510.28774368332,1480.28774368332,30.0,T-75,4.0,1.0,0.5,1.0,2.0,0.0,5,T-17,0.0,-3.0,0.0,1.0,0.0,0.3333333333333333,5,0,1,0,1,0,1,0
1113,WC-2018,2018 FIFA Men's World Cup,M-2018-45,Japan vs Poland,group stage,Group H,1,0,0,0,2018-06-28,17:00,S-158,Volgograd Arena,Volgograd,Russia,T-44,Japan,JPN,T-57,Poland,POL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,2018-06-28,17:00,1510.0,1480.0,30.0,T-44,4.0,1.0,0.5,0.5,1.0,0.0,4,T-57,0.0,-4.0,0.0,1.0,0.0,0.3333333333333333,4,0,1,0,0,1,1,0
1114,WC-2018,2018 FIFA Men's World Cup,M-2018-46,Senegal vs Colombia,group stage,Group H,1,0,0,0,2018-06-28,18:00,S-155,Samara Arena,Samara,Russia,T-65,Senegal,SEN,T-16,Colombia,COL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,2018-06-28,18:00,1510.0,1500.0,10.0,T-65,4.0,1.0,0.5,0.0,1.0,0.6666666666666666,4,T-16,3.0,2.0,0.5,0.5,0.0,0.0,4,0,1,0,0,1,1,0
1115,WC-2018,2018 FIFA Men's World Cup,M-2018-47,England vs Belgium,group stage,Group G,1,0,0,0,2018-06-28,20:00,S-148,Kaliningrad Stadium,Kaliningrad,Russia,T-28,England,ENG,T-06,Belgium,BEL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,2018-06-28,20:00,1519.4249887221547,1519.4249887221547,0.0,T-28,6.0,6.0,1.0,0.0,1.0,0.3333333333333333,4,T-06,6.0,6.0,1.0,0.0,1.0,0.3333333333333333,5,0,1,0,0,1,1,0
1116,WC-2018,2018 FIFA Men's World Cup,M-2018-48,Panama vs Tunisia,group stage,Group G,1,0,0,0,2018-06-28,21:00,S-156,Mordovia Arena,Saransk,Russia,T-54,Panama,PAN,T-79,Tunisia,TUN,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2018-06-28,21:00,1480.5750112778453,1480.5750112778453,0.0,T-54,0.0,-8.0,0.0,1.0,0.0,0.3333333333333333,4,T-79,0.0,-4.0,0.0,1.0,0.0,0.6666666666666666,5,0,1,0,0,1,1,0
1117,WC-2018,2018 FIFA Men's World Cup,M-2018-49,France vs Argentina,round of 16,not applicable,0,1,0,0,2018-06-30,17:00,S-149,Kazan Arena,Kazan,Russia,T-30,France,FRA,T-03,Argentina,ARG,4–3,4,3,1,-1,0,0,0-0,0,0,home team win,1,0,0,2018-06-30,17:00,1519.1372450388346,1500.57548736664,18.56175767219452,T-30,7.0,2.0,0.6666666666666666,0.0,1.0,0.0,4,T-03,4.0,-2.0,0.3333333333333333,0.3333333333333333,0.0,0.25,4,0,0,1,0,0,0,1
1118,WC-2018,2018 FIFA Men's World Cup,M-2018-50,Uruguay vs Portugal,round of 16,not applicable,0,1,0,0,2018-06-30,21:00,S-157,Fisht Olympic Stadium,Sochi,Russia,T-84,Uruguay,URY,T-58,Portugal,PRT,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,2018-06-30,21:00,1529.4249887221547,1509.42451263336,20.00047608879481,T-84,9.0,5.0,1.0,0.0,1.0,0.0,5,T-58,5.0,1.0,0.3333333333333333,0.0,1.0,0.25,5,0,0,1,0,0,0,1
1119,WC-2018,2018 FIFA Men's World Cup,M-2018-51,Spain vs Russia,round of 16,not applicable,0,1,0,0,2018-07-01,17:00,S-150,Luzhniki Stadium,Moscow,Russia,T-73,Spain,ESP,T-62,Russia,RUS,1–1,1,1,0,0,1,1,3–4,3,4,away team win,0,1,0,2018-07-01,17:00,1509.4264138428755,1509.4249887221547,0.0014251207210236,T-73,5.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5,6,T-62,6.0,4.0,0.6666666666666666,0.3333333333333333,0.0,0.25,6,0,1,0,1,0,0,1
1120,WC-2018,2018 FIFA Men's World Cup,M-2018-52,Croatia vs Denmark,round of 16,not applicable,0,1,0,0,2018-07-01,21:00,S-152,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,T-18,Croatia,HRV,T-22,Denmark,DNK,1–1,1,1,0,0,1,1,3–2,3,2,home team win,1,0,0,2018-07-01,21:00,1528.8509264762356,1509.7127324054748,19.138194070760846,T-18,9.0,6.0,1.0,0.0,1.0,0.25,5,T-22,5.0,1.0,0.3333333333333333,0.0,1.0,0.0,5,0,1,0,1,0,0,1
1121,WC-2018,2018 FIFA Men's World Cup,M-2018-53,Brazil vs Mexico,round of 16,not applicable,0,1,0,0,2018-07-02,18:00,S-155,Samara Arena,Samara,Russia,T-09,Brazil,BRA,T-46,Mexico,MEX,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2018-07-02,18:00,1519.42451263336,1508.8499774443094,10.574535189050492,T-09,7.0,4.0,0.6666666666666666,0.0,1.0,0.0,5,T-46,6.0,-1.0,0.6666666666666666,0.3333333333333333,0.0,0.25,5,0,0,1,0,0,0,1
1122,WC-2018,2018 FIFA Men's World Cup,M-2018-54,Belgium vs Japan,round of 16,not applicable,0,1,0,0,2018-07-02,21:00,S-153,Rostov Arena,Rostov-on-Don,Russia,T-06,Belgium,BEL,T-44,Japan,JPN,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,2018-07-02,21:00,1529.4249887221547,1499.1386701595557,30.286318562599035,T-06,9.0,7.0,1.0,0.0,1.0,0.25,4,T-44,4.0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.0,4,0,0,1,0,0,0,1
1123,WC-2018,2018 FIFA Men's World Cup,M-2018-55,Sweden vs Switzerland,round of 16,not applicable,0,1,0,0,2018-07-03,17:00,S-154,Krestovsky Stadium,Saint Petersburg,Russia,T-74,Sweden,SWE,T-75,Switzerland,CHE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2018-07-03,17:00,1510.0,1509.4264138428755,0.5735861571242822,T-74,6.0,3.0,0.6666666666666666,0.0,1.0,0.25,6,T-75,5.0,1.0,0.3333333333333333,0.6666666666666666,2.0,0.25,6,0,0,1,0,0,0,1
1124,WC-2018,2018 FIFA Men's World Cup,M-2018-56,Colombia vs England,round of 16,not applicable,0,1,0,0,2018-07-03,21:00,S-151,Otkritie Arena,Moscow,Russia,T-16,Colombia,COL,T-28,England,ENG,1–1,1,1,0,0,1,1,3–4,3,4,away team win,0,1,0,2018-07-03,21:00,1510.28774368332,1509.4249887221547,0.8627549611653649,T-16,6.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,5,T-28,6.0,5.0,0.6666666666666666,0.3333333333333333,0.0,0.25,5,0,1,0,1,0,0,1
1125,WC-2018,2018 FIFA Men's World Cup,M-2018-57,Uruguay vs France,quarter-finals,not applicable,0,1,0,0,2018-07-06,17:00,S-152,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,T-84,Uruguay,URY,T-30,France,FRA,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2018-07-06,17:00,1538.8499637866803,1528.6035024195935,10.246461367087022,T-84,12.0,6.0,1.0,0.0,1.0,0.0,6,T-30,10.0,3.0,0.75,0.0,1.0,0.2,6,0,1,0,0,1,0,1
1126,WC-2018,2018 FIFA Men's World Cup,M-2018-58,Brazil vs Belgium,quarter-finals,not applicable,0,1,0,0,2018-07-06,21:00,S-149,Kazan Arena,Kazan,Russia,T-09,Brazil,BRA,T-06,Belgium,BEL,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2018-07-06,21:00,1529.1202469908278,1538.555479691874,-9.435232701046289,T-09,10.0,6.0,0.75,0.0,1.0,0.0,4,T-06,12.0,8.0,1.0,0.25,3.0,0.2,4,1,0,0,0,1,0,1
1127,WC-2018,2018 FIFA Men's World Cup,M-2018-59,Sweden vs England,quarter-finals,not applicable,0,1,0,0,2018-07-07,18:00,S-155,Samara Arena,Samara,Russia,T-74,Sweden,SWE,T-28,England,ENG,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2018-07-07,18:00,1519.9834908783118,1509.44982075502,10.533670123291811,T-74,9.0,4.0,0.75,0.0,1.0,0.2,4,T-28,7.0,5.0,0.5,0.25,0.0,0.4,4,0,1,0,0,1,0,1
1128,WC-2018,2018 FIFA Men's World Cup,M-2018-60,Russia vs Croatia,quarter-finals,not applicable,0,1,0,0,2018-07-07,21:00,S-157,Fisht Olympic Stadium,Sochi,Russia,T-62,Russia,RUS,T-18,Croatia,HRV,2–2,2,2,0,0,1,1,3–4,3,4,away team win,0,1,0,2018-07-07,21:00,1509.4250297404262,1528.3006414289746,-18.87561168854836,T-62,7.0,4.0,0.5,0.5,0.5,0.2,6,T-18,10.0,6.0,0.75,0.25,1.0,0.2,6,1,1,0,1,0,0,1
1129,WC-2018,2018 FIFA Men's World Cup,M-2018-61,France vs Belgium,semi-finals,not applicable,0,1,0,0,2018-07-10,21:00,S-154,Krestovsky Stadium,Saint Petersburg,Russia,T-30,France,FRA,T-06,Belgium,BEL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2018-07-10,21:00,1538.8983338120715,1548.2839786047025,-9.385644792630728,T-30,13.0,5.0,0.8,0.0,1.0,0.1666666666666666,4,T-06,15.0,9.0,1.0,0.2,3.0,0.3333333333333333,4,1,1,1,0,0,0,1
1130,WC-2018,2018 FIFA Men's World Cup,M-2018-62,Croatia vs England,semi-finals,not applicable,0,1,0,0,2018-07-11,21:00,S-150,Luzhniki Stadium,Moscow,Russia,T-18,Croatia,HRV,T-28,England,ENG,2–1,2,1,1,-1,1,0,0-0,0,0,home team win,1,0,0,2018-07-11,21:00,1527.7578915363138,1519.752911291101,8.004980245212664,T-18,11.0,6.0,0.6,0.4,1.0,0.3333333333333333,4,T-28,10.0,7.0,0.6,0.2,0.0,0.3333333333333333,4,0,0,1,0,0,0,1
1131,WC-2018,2018 FIFA Men's World Cup,M-2018-63,Belgium vs England,third-place match,not applicable,0,1,0,0,2018-07-14,17:00,S-154,Krestovsky Stadium,Saint Petersburg,Russia,T-06,Belgium,BEL,T-28,England,ENG,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2018-07-14,17:00,1538.013903725711,1509.9832723824177,28.030631343293635,T-06,12.0,5.0,0.8333333333333334,0.3333333333333333,1.5,0.2857142857142857,4,T-28,7.0,5.0,0.5,0.1666666666666666,0.0,0.4285714285714285,3,0,0,1,0,0,0,1
1132,WC-2018,2018 FIFA Men's World Cup,M-2018-64,France vs Croatia,final,not applicable,0,1,0,0,2018-07-15,18:00,S-150,Luzhniki Stadium,Moscow,Russia,T-30,France,FRA,T-18,Croatia,HRV,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,2018-07-15,18:00,1549.1684086910627,1537.5275304449974,11.640878246065313,T-30,13.0,5.0,0.8333333333333334,0.0,1.0,0.1428571428571428,5,T-18,11.0,5.0,0.6666666666666666,0.5,1.6666666666666667,0.2857142857142857,4,0,0,1,0,0,0,1
1185,WC-2022,2022 FIFA Men's World Cup,M-2022-01,Qatar vs Ecuador,group stage,Group A,1,0,0,0,2022-11-20,19:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-59,Qatar,QAT,T-25,Ecuador,ECU,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022-11-20,19:00,1500.0,1500.0,0.0,T-59,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-25,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,1,0,0,1,1,0
1186,WC-2022,2022 FIFA Men's World Cup,M-2022-02,England vs Iran,group stage,Group B,1,0,0,0,2022-11-21,16:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-28,England,ENG,T-38,Iran,IRN,6–2,6,2,4,-4,0,0,0-0,0,0,home team win,1,0,0,2022-11-21,16:00,1500.0,1500.0,0.0,T-28,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-38,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,0,1,0,0,1,0
1187,WC-2022,2022 FIFA Men's World Cup,M-2022-03,Senegal vs Netherlands,group stage,Group A,1,0,0,0,2022-11-21,19:00,S-145,Al Thumama Stadium,Doha,Qatar,T-65,Senegal,SEN,T-48,Netherlands,NLD,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022-11-21,19:00,1500.0,1500.0,0.0,T-65,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-48,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,1,0,0,1,1,0
1188,WC-2022,2022 FIFA Men's World Cup,M-2022-04,United States vs Wales,group stage,Group B,1,0,0,0,2022-11-21,22:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-83,United States,USA,T-85,Wales,WAL,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,2022-11-21,22:00,1500.0,1500.0,0.0,T-83,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-85,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,1,0,1,0,1,0
1189,WC-2022,2022 FIFA Men's World Cup,M-2022-05,Argentina vs Saudi Arabia,group stage,Group C,1,0,0,0,2022-11-22,13:00,S-147,Lusail Stadium,Lusail,Qatar,T-03,Argentina,ARG,T-63,Saudi Arabia,SAU,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022-11-22,13:00,1500.0,1500.0,0.0,T-03,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-63,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,1,0,0,1,1,0
1190,WC-2022,2022 FIFA Men's World Cup,M-2022-06,Denmark vs Tunisia,group stage,Group D,1,0,0,0,2022-11-22,16:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-22,Denmark,DNK,T-79,Tunisia,TUN,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022-11-22,16:00,1500.0,1500.0,0.0,T-22,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-79,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,1,0,1,0,1,0
1191,WC-2022,2022 FIFA Men's World Cup,M-2022-07,Mexico vs Poland,group stage,Group C,1,0,0,0,2022-11-22,19:00,S-146,Stadium 974,Doha,Qatar,T-46,Mexico,MEX,T-57,Poland,POL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022-11-22,19:00,1500.0,1500.0,0.0,T-46,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-57,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,1,0,1,0,1,0
1192,WC-2022,2022 FIFA Men's World Cup,M-2022-08,France vs Australia,group stage,Group D,1,0,0,0,2022-11-22,22:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-30,France,FRA,T-04,Australia,AUS,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,2022-11-22,22:00,1500.0,1500.0,0.0,T-30,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-04,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,0,1,0,0,1,0
1193,WC-2022,2022 FIFA Men's World Cup,M-2022-09,Morocco vs Croatia,group stage,Group F,1,0,0,0,2022-11-23,13:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-47,Morocco,MAR,T-18,Croatia,HRV,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022-11-23,13:00,1500.0,1500.0,0.0,T-47,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-18,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,1,0,1,0,1,0
1194,WC-2022,2022 FIFA Men's World Cup,M-2022-10,Germany vs Japan,group stage,Group E,1,0,0,0,2022-11-23,16:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-31,Germany,DEU,T-44,Japan,JPN,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022-11-23,16:00,1500.0,1500.0,0.0,T-31,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-44,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,1,0,0,1,1,0
1195,WC-2022,2022 FIFA Men's World Cup,M-2022-11,Spain vs Costa Rica,group stage,Group E,1,0,0,0,2022-11-23,19:00,S-145,Al Thumama Stadium,Doha,Qatar,T-73,Spain,ESP,T-17,Costa Rica,CRI,7–0,7,0,7,-7,0,0,0-0,0,0,home team win,1,0,0,2022-11-23,19:00,1500.0,1500.0,0.0,T-73,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-17,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,0,1,0,0,1,0
1196,WC-2022,2022 FIFA Men's World Cup,M-2022-12,Belgium vs Canada,group stage,Group F,1,0,0,0,2022-11-23,22:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-06,Belgium,BEL,T-12,Canada,CAN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-11-23,22:00,1500.0,1500.0,0.0,T-06,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-12,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,0,1,0,0,1,0
1197,WC-2022,2022 FIFA Men's World Cup,M-2022-13,Switzerland vs Cameroon,group stage,Group G,1,0,0,0,2022-11-24,13:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-75,Switzerland,CHE,T-11,Cameroon,CMR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-11-24,13:00,1500.0,1500.0,0.0,T-75,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-11,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,0,1,0,0,1,0
1198,WC-2022,2022 FIFA Men's World Cup,M-2022-14,Uruguay vs South Korea,group stage,Group H,1,0,0,0,2022-11-24,16:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-84,Uruguay,URY,T-71,South Korea,KOR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022-11-24,16:00,1500.0,1500.0,0.0,T-84,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-71,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,1,0,1,0,1,0
1199,WC-2022,2022 FIFA Men's World Cup,M-2022-15,Portugal vs Ghana,group stage,Group H,1,0,0,0,2022-11-24,19:00,S-146,Stadium 974,Doha,Qatar,T-58,Portugal,PRT,T-32,Ghana,GHA,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-11-24,19:00,1500.0,1500.0,0.0,T-58,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-32,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,0,1,0,0,1,0
1200,WC-2022,2022 FIFA Men's World Cup,M-2022-16,Brazil vs Serbia,group stage,Group G,1,0,0,0,2022-11-24,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-09,Brazil,BRA,T-66,Serbia,SRB,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022-11-24,22:00,1500.0,1500.0,0.0,T-09,0.0,0.0,0.33,0.5,1.0,0.0,-1,T-66,0.0,0.0,0.33,0.5,1.0,0.0,-1,0,0,1,0,0,1,0
1201,WC-2022,2022 FIFA Men's World Cup,M-2022-17,Wales vs Iran,group stage,Group B,1,0,0,0,2022-11-25,13:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-85,Wales,WAL,T-38,Iran,IRN,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022-11-25,13:00,1500.0,1490.0,10.0,T-85,1.0,0.0,0.0,1.0,1.0,0.0,4,T-38,0.0,-4.0,0.0,1.0,0.0,0.5,4,0,1,0,0,1,1,0
1202,WC-2022,2022 FIFA Men's World Cup,M-2022-18,Qatar vs Senegal,group stage,Group A,1,0,0,0,2022-11-25,16:00,S-145,Al Thumama Stadium,Doha,Qatar,T-59,Qatar,QAT,T-65,Senegal,SEN,1–3,1,3,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022-11-25,16:00,1490.0,1490.0,0.0,T-59,0.0,-2.0,0.0,1.0,0.0,0.0,5,T-65,0.0,-2.0,0.0,1.0,0.0,0.5,4,0,1,0,0,1,1,0
1203,WC-2022,2022 FIFA Men's World Cup,M-2022-19,Netherlands vs Ecuador,group stage,Group A,1,0,0,0,2022-11-25,19:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-48,Netherlands,NLD,T-25,Ecuador,ECU,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,2022-11-25,19:00,1510.0,1510.0,0.0,T-48,3.0,2.0,1.0,0.0,1.0,0.0,4,T-25,3.0,2.0,1.0,0.0,1.0,0.0,5,0,1,0,1,0,1,0
1204,WC-2022,2022 FIFA Men's World Cup,M-2022-20,England vs United States,group stage,Group B,1,0,0,0,2022-11-25,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-28,England,ENG,T-83,United States,USA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022-11-25,22:00,1510.0,1500.0,10.0,T-28,3.0,4.0,1.0,0.0,1.0,0.5,4,T-83,1.0,0.0,0.0,0.0,1.0,0.5,4,0,1,0,1,0,1,0
1205,WC-2022,2022 FIFA Men's World Cup,M-2022-21,Tunisia vs Australia,group stage,Group D,1,0,0,0,2022-11-26,13:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-79,Tunisia,TUN,T-04,Australia,AUS,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022-11-26,13:00,1500.0,1490.0,10.0,T-79,1.0,0.0,0.0,0.0,1.0,0.0,4,T-04,0.0,-3.0,0.0,0.0,1.0,0.0,4,0,1,0,0,1,1,0
1206,WC-2022,2022 FIFA Men's World Cup,M-2022-22,Poland vs Saudi Arabia,group stage,Group C,1,0,0,0,2022-11-26,16:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-57,Poland,POL,T-63,Saudi Arabia,SAU,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022-11-26,16:00,1500.0,1510.0,-10.0,T-57,1.0,0.0,0.0,0.0,1.0,0.0,4,T-63,3.0,1.0,1.0,1.0,3.0,0.0,4,1,1,1,0,0,1,0
