key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id_x,home_team_name,home_team_code,away_team_id_x,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,match_dt,match_time_clean,elo_home,elo_away,elo_diff,home_team_id_y,home_points_last5,home_gd_last5,home_winrate_last10,home_concede_first_rate,home_points_after_concede_first,home_late_concede_rate_75p,home_rest_days,away_team_id_y,away_points_last5,away_gd_last5,away_winrate_last10,away_concede_first_rate,away_points_after_concede_first,away_late_concede_rate_75p,away_rest_days,underdog_is_home,y_upset_avoid_loss,y_home_win,y_draw,y_away_win,is_group_stage,is_knockout
1207,WC-2022,2022 FIFA Men's World Cup,M-2022-23,France vs Denmark,group stage,Group D,1,0,0,0,2022-11-26,19:00,S-146,Stadium 974,Doha,Qatar,T-30,France,FRA,T-22,Denmark,DNK,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-11-26,19:00,1510.0,1500.0,10.0,T-30,3.0,3.0,1.0,1.0,3.0,0.0,4,T-22,1.0,0.0,0.0,0.0,1.0,0.0,4,0,0,1,0,0,1,0
1208,WC-2022,2022 FIFA Men's World Cup,M-2022-24,Argentina vs Mexico,group stage,Group C,1,0,0,0,2022-11-26,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-03,Argentina,ARG,T-46,Mexico,MEX,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022-11-26,22:00,1490.0,1500.0,-10.0,T-03,0.0,-1.0,0.0,0.0,1.0,0.0,4,T-46,1.0,0.0,0.0,0.0,1.0,0.0,4,1,1,1,0,0,1,0
1209,WC-2022,2022 FIFA Men's World Cup,M-2022-25,Japan vs Costa Rica,group stage,Group E,1,0,0,0,2022-11-27,13:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-44,Japan,JPN,T-17,Costa Rica,CRI,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022-11-27,13:00,1510.0,1490.0,20.0,T-44,3.0,1.0,1.0,1.0,3.0,0.0,4,T-17,0.0,-7.0,0.0,1.0,0.0,0.5,4,0,1,0,0,1,1,0
1210,WC-2022,2022 FIFA Men's World Cup,M-2022-26,Belgium vs Morocco,group stage,Group F,1,0,0,0,2022-11-27,16:00,S-145,Al Thumama Stadium,Doha,Qatar,T-06,Belgium,BEL,T-47,Morocco,MAR,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022-11-27,16:00,1510.0,1500.0,10.0,T-06,3.0,1.0,1.0,0.0,1.0,0.0,4,T-47,1.0,0.0,0.0,0.0,1.0,0.0,4,0,1,0,0,1,1,0
1211,WC-2022,2022 FIFA Men's World Cup,M-2022-27,Croatia vs Canada,group stage,Group F,1,0,0,0,2022-11-27,19:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-18,Croatia,HRV,T-12,Canada,CAN,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,2022-11-27,19:00,1500.0,1490.0,10.0,T-18,1.0,0.0,0.0,0.0,1.0,0.0,4,T-12,0.0,-1.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,1,0
1212,WC-2022,2022 FIFA Men's World Cup,M-2022-28,Spain vs Germany,group stage,Group E,1,0,0,0,2022-11-27,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-73,Spain,ESP,T-31,Germany,DEU,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,2022-11-27,22:00,1510.0,1490.0,20.0,T-73,3.0,7.0,1.0,0.0,1.0,0.0,4,T-31,0.0,-1.0,0.0,0.0,1.0,0.5,4,0,1,0,1,0,1,0
1213,WC-2022,2022 FIFA Men's World Cup,M-2022-29,Cameroon vs Serbia,group stage,Group G,1,0,0,0,2022-11-28,13:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-11,Cameroon,CMR,T-66,Serbia,SRB,3–3,3,3,0,0,0,0,0-0,0,0,draw,0,0,1,2022-11-28,13:00,1490.0,1490.0,0.0,T-11,0.0,-1.0,0.0,1.0,0.0,0.0,4,T-66,0.0,-2.0,0.0,1.0,0.0,0.0,4,0,1,0,1,0,1,0
1214,WC-2022,2022 FIFA Men's World Cup,M-2022-30,South Korea vs Ghana,group stage,Group H,1,0,0,0,2022-11-28,16:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-71,South Korea,KOR,T-32,Ghana,GHA,2–3,2,3,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022-11-28,16:00,1500.0,1490.0,10.0,T-71,1.0,0.0,0.0,0.0,1.0,0.0,4,T-32,0.0,-1.0,0.0,1.0,0.0,0.5,4,0,1,0,0,1,1,0
1215,WC-2022,2022 FIFA Men's World Cup,M-2022-31,Brazil vs Switzerland,group stage,Group G,1,0,0,0,2022-11-28,19:00,S-146,Stadium 974,Doha,Qatar,T-09,Brazil,BRA,T-75,Switzerland,CHE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-11-28,19:00,1510.0,1510.0,0.0,T-09,3.0,2.0,1.0,0.0,1.0,0.0,4,T-75,3.0,1.0,1.0,0.0,1.0,0.0,4,0,0,1,0,0,1,0
1216,WC-2022,2022 FIFA Men's World Cup,M-2022-32,Portugal vs Uruguay,group stage,Group H,1,0,0,0,2022-11-28,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-58,Portugal,PRT,T-84,Uruguay,URY,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022-11-28,22:00,1510.0,1500.0,10.0,T-58,3.0,1.0,1.0,0.0,1.0,0.5,4,T-84,1.0,0.0,0.0,0.0,1.0,0.0,4,0,0,1,0,0,1,0
1217,WC-2022,2022 FIFA Men's World Cup,M-2022-33,Ecuador vs Senegal,group stage,Group A,1,0,0,0,2022-11-29,18:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-25,Ecuador,ECU,T-65,Senegal,SEN,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022-11-29,18:00,1510.0,1500.0,10.0,T-25,4.0,2.0,0.5,0.5,1.0,0.0,4,T-65,3.0,0.0,0.5,0.5,0.0,0.6666666666666666,4,0,1,0,0,1,1,0
1218,WC-2022,2022 FIFA Men's World Cup,M-2022-34,Netherlands vs Qatar,group stage,Group A,1,0,0,0,2022-11-29,18:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-48,Netherlands,NLD,T-59,Qatar,QAT,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022-11-29,18:00,1510.0,1480.0,30.0,T-48,4.0,2.0,0.5,0.0,1.0,0.0,4,T-59,0.0,-4.0,0.0,1.0,0.0,0.3333333333333333,4,0,0,1,0,0,1,0
1219,WC-2022,2022 FIFA Men's World Cup,M-2022-35,Iran vs United States,group stage,Group B,1,0,0,0,2022-11-29,22:00,S-145,Al Thumama Stadium,Doha,Qatar,T-38,Iran,IRN,T-83,United States,USA,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022-11-29,22:00,1500.28774368332,1500.28774368332,0.0,T-38,3.0,-2.0,0.5,0.5,0.0,0.3333333333333333,4,T-83,2.0,0.0,0.0,0.0,1.0,0.3333333333333333,4,0,1,0,0,1,1,0
1220,WC-2022,2022 FIFA Men's World Cup,M-2022-36,Wales vs England,group stage,Group B,1,0,0,0,2022-11-29,22:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-85,Wales,WAL,T-28,England,ENG,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,2022-11-29,22:00,1489.71225631668,1509.71225631668,-20.0,T-85,1.0,-2.0,0.0,1.0,0.5,0.3333333333333333,4,T-28,4.0,4.0,0.5,0.0,1.0,0.3333333333333333,4,1,0,0,0,1,1,0
1221,WC-2022,2022 FIFA Men's World Cup,M-2022-37,Australia vs Denmark,group stage,Group D,1,0,0,0,2022-11-30,18:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-04,Australia,AUS,T-22,Denmark,DNK,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-11-30,18:00,1500.28774368332,1490.28774368332,10.0,T-04,3.0,-2.0,0.5,0.0,1.0,0.0,4,T-22,1.0,-1.0,0.0,0.5,0.0,0.3333333333333333,4,0,0,1,0,0,1,0
1222,WC-2022,2022 FIFA Men's World Cup,M-2022-38,Tunisia vs France,group stage,Group D,1,0,0,0,2022-11-30,18:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-79,Tunisia,TUN,T-30,France,FRA,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-11-30,18:00,1489.71225631668,1519.71225631668,-30.0,T-79,1.0,-1.0,0.0,0.5,0.0,0.0,4,T-30,6.0,4.0,1.0,0.5,3.0,0.0,4,1,1,1,0,0,1,0
1223,WC-2022,2022 FIFA Men's World Cup,M-2022-39,Poland vs Argentina,group stage,Group C,1,0,0,0,2022-11-30,22:00,S-146,Stadium 974,Doha,Qatar,T-57,Poland,POL,T-03,Argentina,ARG,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022-11-30,22:00,1510.28774368332,1500.28774368332,10.0,T-57,4.0,2.0,0.5,0.0,1.0,0.0,4,T-03,3.0,1.0,0.5,0.0,1.0,0.0,4,0,1,0,0,1,1,0
1224,WC-2022,2022 FIFA Men's World Cup,M-2022-40,Saudi Arabia vs Mexico,group stage,Group C,1,0,0,0,2022-11-30,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-63,Saudi Arabia,SAU,T-46,Mexico,MEX,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022-11-30,22:00,1499.71225631668,1489.71225631668,10.0,T-63,3.0,-1.0,0.5,1.0,1.5,0.3333333333333333,4,T-46,1.0,-2.0,0.0,0.5,0.0,0.3333333333333333,4,0,1,0,0,1,1,0
1225,WC-2022,2022 FIFA Men's World Cup,M-2022-41,Canada vs Morocco,group stage,Group F,1,0,0,0,2022-12-01,18:00,S-145,Al Thumama Stadium,Doha,Qatar,T-12,Canada,CAN,T-47,Morocco,MAR,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022-12-01,18:00,1480.28774368332,1510.28774368332,-30.0,T-12,0.0,-4.0,0.0,0.5,0.0,0.3333333333333333,4,T-47,4.0,2.0,0.5,0.0,1.0,0.0,4,1,0,0,0,1,1,0
1226,WC-2022,2022 FIFA Men's World Cup,M-2022-42,Croatia vs Belgium,group stage,Group F,1,0,0,0,2022-12-01,18:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-18,Croatia,HRV,T-06,Belgium,BEL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022-12-01,18:00,1509.71225631668,1499.71225631668,10.0,T-18,4.0,3.0,0.5,0.5,3.0,0.0,4,T-06,3.0,-1.0,0.5,0.5,0.0,0.3333333333333333,4,0,1,0,1,0,1,0
1227,WC-2022,2022 FIFA Men's World Cup,M-2022-43,Costa Rica vs Germany,group stage,Group E,1,0,0,0,2022-12-01,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-17,Costa Rica,CRI,T-31,Germany,DEU,2–4,2,4,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022-12-01,22:00,1500.5750112778453,1490.5750112778453,10.0,T-17,3.0,-6.0,0.5,0.5,0.0,0.3333333333333333,4,T-31,1.0,-1.0,0.0,0.5,1.0,0.3333333333333333,4,0,1,0,0,1,1,0
1228,WC-2022,2022 FIFA Men's World Cup,M-2022-44,Japan vs Spain,group stage,Group E,1,0,0,0,2022-12-01,22:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-44,Japan,JPN,T-73,Spain,ESP,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-12-01,22:00,1499.4249887221547,1509.4249887221547,-10.0,T-44,3.0,0.0,0.5,1.0,1.5,0.3333333333333333,4,T-73,4.0,7.0,0.5,0.0,1.0,0.3333333333333333,4,1,1,1,0,0,1,0
1229,WC-2022,2022 FIFA Men's World Cup,M-2022-45,Ghana vs Uruguay,group stage,Group H,1,0,0,0,2022-12-02,18:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-32,Ghana,GHA,T-84,Uruguay,URY,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022-12-02,18:00,1500.28774368332,1490.28774368332,10.0,T-32,3.0,0.0,0.5,0.5,0.0,0.3333333333333333,4,T-84,1.0,-2.0,0.0,0.5,0.0,0.3333333333333333,4,0,1,0,0,1,1,0
1230,WC-2022,2022 FIFA Men's World Cup,M-2022-46,South Korea vs Portugal,group stage,Group H,1,0,0,0,2022-12-02,18:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-71,South Korea,KOR,T-58,Portugal,PRT,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-12-02,18:00,1489.71225631668,1519.71225631668,-30.0,T-71,1.0,-1.0,0.0,0.5,0.0,0.0,4,T-58,6.0,3.0,1.0,0.0,1.0,0.3333333333333333,4,1,1,1,0,0,1,0
1231,WC-2022,2022 FIFA Men's World Cup,M-2022-47,Cameroon vs Brazil,group stage,Group G,1,0,0,0,2022-12-02,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-11,Cameroon,CMR,T-09,Brazil,BRA,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-12-02,22:00,1490.0,1520.0,-30.0,T-11,1.0,-1.0,0.0,0.5,0.0,0.0,4,T-09,6.0,3.0,1.0,0.0,1.0,0.0,4,1,1,1,0,0,1,0
1232,WC-2022,2022 FIFA Men's World Cup,M-2022-48,Serbia vs Switzerland,group stage,Group G,1,0,0,0,2022-12-02,22:00,S-146,Stadium 974,Doha,Qatar,T-66,Serbia,SRB,T-75,Switzerland,CHE,2–3,2,3,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022-12-02,22:00,1490.0,1500.0,-10.0,T-66,1.0,-2.0,0.0,1.0,0.5,0.0,4,T-75,3.0,0.0,0.5,0.5,0.0,0.3333333333333333,4,1,0,0,0,1,1,0
1233,WC-2022,2022 FIFA Men's World Cup,M-2022-49,Netherlands vs United States,round of 16,not applicable,0,1,0,0,2022-12-03,18:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-48,Netherlands,NLD,T-83,United States,USA,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022-12-03,18:00,1519.1386701595557,1510.28774368332,8.8509264762356,T-48,7.0,4.0,0.6666666666666666,0.0,1.0,0.0,4,T-83,5.0,1.0,0.3333333333333333,0.0,1.0,0.25,4,0,0,1,0,0,0,1
1234,WC-2022,2022 FIFA Men's World Cup,M-2022-50,Argentina vs Australia,round of 16,not applicable,0,1,0,0,2022-12-03,22:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-03,Argentina,ARG,T-04,Australia,AUS,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-12-03,22:00,1510.57548736664,1510.0,0.5754873666401181,T-03,6.0,3.0,0.6666666666666666,0.0,1.0,0.0,3,T-04,6.0,-1.0,0.6666666666666666,0.0,1.0,0.0,3,0,0,1,0,0,0,1
1235,WC-2022,2022 FIFA Men's World Cup,M-2022-51,France vs Poland,round of 16,not applicable,0,1,0,0,2022-12-04,18:00,S-145,Al Thumama Stadium,Doha,Qatar,T-30,France,FRA,T-57,Poland,POL,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022-12-04,18:00,1508.8509264762356,1500.0,8.8509264762356,T-30,6.0,3.0,0.6666666666666666,0.6666666666666666,1.5,0.0,4,T-57,4.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,4,0,0,1,0,0,0,1
1236,WC-2022,2022 FIFA Men's World Cup,M-2022-52,England vs Senegal,round of 16,not applicable,0,1,0,0,2022-12-04,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-28,England,ENG,T-65,Senegal,SEN,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,2022-12-04,22:00,1519.1372450388346,1510.28774368332,8.849501355514576,T-28,7.0,7.0,0.6666666666666666,0.0,1.0,0.25,5,T-65,6.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.5,5,0,0,1,0,0,0,1
1237,WC-2022,2022 FIFA Men's World Cup,M-2022-53,Japan vs Croatia,round of 16,not applicable,0,1,0,0,2022-12-05,18:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-44,Japan,JPN,T-18,Croatia,HRV,1–1,1,1,0,0,1,1,1–3,1,3,away team win,0,1,0,2022-12-05,18:00,1509.7127324054748,1509.42451263336,0.2882197721148714,T-44,6.0,1.0,0.6666666666666666,1.0,2.0,0.25,4,T-18,5.0,3.0,0.3333333333333333,0.3333333333333333,3.0,0.0,4,0,1,0,1,0,0,1
1238,WC-2022,2022 FIFA Men's World Cup,M-2022-54,Brazil vs South Korea,round of 16,not applicable,0,1,0,0,2022-12-05,22:00,S-146,Stadium 974,Doha,Qatar,T-09,Brazil,BRA,T-71,South Korea,KOR,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,2022-12-05,22:00,1509.1386701595557,1500.5735861571245,8.565084002431377,T-09,6.0,2.0,0.6666666666666666,0.3333333333333333,0.0,0.25,3,T-71,4.0,0.0,0.3333333333333333,0.6666666666666666,1.5,0.0,3,0,0,1,0,0,0,1
1239,WC-2022,2022 FIFA Men's World Cup,M-2022-55,Morocco vs Spain,round of 16,not applicable,0,1,0,0,2022-12-06,18:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-47,Morocco,MAR,T-73,Spain,ESP,0–0,0,0,0,0,1,1,3–0,3,0,home team win,1,0,0,2022-12-06,18:00,1519.4264138428755,1499.1372450388346,20.289168804041083,T-47,7.0,3.0,0.6666666666666666,0.0,1.0,0.0,5,T-73,4.0,6.0,0.3333333333333333,0.0,1.0,0.25,5,0,1,0,1,0,0,1
1240,WC-2022,2022 FIFA Men's World Cup,M-2022-56,Portugal vs Switzerland,round of 16,not applicable,0,1,0,0,2022-12-06,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-58,Portugal,PRT,T-75,Switzerland,CHE,6–1,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,2022-12-06,22:00,1508.8509264762356,1509.71225631668,-0.8613298404443412,T-58,6.0,2.0,0.6666666666666666,0.0,1.0,0.5,4,T-75,6.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.25,4,1,1,1,0,0,0,1
1241,WC-2022,2022 FIFA Men's World Cup,M-2022-57,Croatia vs Brazil,quarter-finals,not applicable,0,1,0,0,2022-12-09,18:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-18,Croatia,HRV,T-09,Brazil,BRA,1–1,1,1,0,0,1,1,4–2,4,2,home team win,1,0,0,2022-12-09,18:00,1509.4328082633417,1518.8921971533675,-9.45938889002582,T-18,6.0,3.0,0.25,0.5,2.0,0.0,4,T-09,9.0,5.0,0.75,0.25,0.0,0.4,4,1,1,0,1,0,0,1
1242,WC-2022,2022 FIFA Men's World Cup,M-2022-58,Netherlands vs Argentina,quarter-finals,not applicable,0,1,0,0,2022-12-09,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-48,Netherlands,NLD,T-03,Argentina,ARG,2–2,2,2,0,0,1,1,3–4,3,4,away team win,0,1,0,2022-12-09,22:00,1528.883975112151,1520.5589235238929,8.325051588257793,T-48,10.0,6.0,0.75,0.0,1.0,0.2,6,T-03,9.0,4.0,0.75,0.0,1.0,0.2,6,0,1,0,1,0,0,1
1243,WC-2022,2022 FIFA Men's World Cup,M-2022-59,Morocco vs Portugal,quarter-finals,not applicable,0,1,0,0,2022-12-10,18:00,S-145,Al Thumama Stadium,Doha,Qatar,T-47,Morocco,MAR,T-58,Portugal,PRT,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-12-10,18:00,1518.843107535533,1518.8757174910818,-0.0326099555491055,T-47,8.0,3.0,0.5,0.0,1.0,0.0,4,T-58,9.0,7.0,0.75,0.0,1.0,0.4,4,1,1,1,0,0,0,1
1244,WC-2022,2022 FIFA Men's World Cup,M-2022-60,England vs France,quarter-finals,not applicable,0,1,0,0,2022-12-10,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-28,England,ENG,T-30,France,FRA,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022-12-10,22:00,1528.882590983097,1518.5962314288306,10.286359554266484,T-28,10.0,10.0,0.75,0.0,1.0,0.2,6,T-30,9.0,5.0,0.75,0.5,1.5,0.2,6,0,1,0,0,1,0,1
1245,WC-2022,2022 FIFA Men's World Cup,M-2022-61,Argentina vs Croatia,semi-finals,not applicable,0,1,0,0,2022-12-13,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-03,Argentina,ARG,T-18,Croatia,HRV,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,2022-12-13,22:00,1520.7984919223286,1509.705004107705,11.093487814623586,T-03,10.0,4.0,0.6,0.0,1.0,0.3333333333333333,4,T-18,7.0,3.0,0.2,0.6,1.6666666666666667,0.1666666666666666,4,0,0,1,0,0,0,1
1246,WC-2022,2022 FIFA Men's World Cup,M-2022-62,France vs Morocco,semi-finals,not applicable,0,1,0,0,2022-12-14,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-30,France,FRA,T-47,Morocco,MAR,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022-12-14,22:00,1528.8922101813368,1528.844046125499,0.0481640558377876,T-30,12.0,6.0,0.8,0.4,1.5,0.1666666666666666,4,T-47,11.0,4.0,0.6,0.0,1.0,0.0,4,0,0,1,0,0,0,1
1247,WC-2022,2022 FIFA Men's World Cup,M-2022-63,Croatia vs Morocco,third-place match,not applicable,0,1,0,0,2022-12-17,18:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-18,Croatia,HRV,T-47,Morocco,MAR,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022-12-17,18:00,1500.024191890221,1518.8454323984529,-18.821240508231767,T-18,6.0,0.0,0.1666666666666666,0.6666666666666666,1.25,0.1428571428571428,4,T-47,10.0,2.0,0.5,0.1666666666666666,0.0,0.1428571428571428,3,1,1,1,0,0,0,1
1248,WC-2022,2022 FIFA Men's World Cup,M-2022-64,Argentina vs France,final,not applicable,0,1,0,0,2022-12-18,18:00,S-147,Lusail Stadium,Lusail,Qatar,T-03,Argentina,ARG,T-30,France,FRA,3–3,3,3,0,0,1,1,4–2,4,2,home team win,1,0,0,2022-12-18,18:00,1530.4793041398127,1538.8908239083833,-8.411519768570543,T-03,13.0,8.0,0.6666666666666666,0.0,1.0,0.2857142857142857,5,T-30,12.0,5.0,0.8333333333333334,0.3333333333333333,1.5,0.1428571428571428,4,1,1,0,1,0,0,1
